texto,texto_traduzido
"O ambiente e agradável, o serviço e desorganizado, chegamos lá, ficamos 15 minutos sem conseguir ter informação sobre mesas disponíveis, pedi um dink demorou 40 minutos para ser entregue, pedimos uma refeição demorou 2:48 minutos para ser entregue, e isso pq pedimos assim que chegamos, cobramos do garçom e o mesmo dizendo por 4 vezes que era pq a cozinha estava sobrecarregada de pedidos... Banheiro feminino não tinha papel para enxugar as mãos, a comida quando chegou estava boa, porém pelo marketing que fazem ficou muito a desejar, acredito que seria interessante a administração rever alguns pontos. Obs. Fui ao estabelecimento no dia dos namorados.","The environment is pleasant, the service and disorganized, we got there, we spent 15 minutes without getting information about available tables, I ordered a dink took 40 minutes to be delivered, we ordered a meal it took 2:48 minutes to be delivered, and this because we asked As soon as we arrived, we charged the waiter and the same saying for 4 times it was because the kitchen was overwhelmed with orders ... Women's bathroom had no role to wipe his hands, the food when he arrived was good, but for the marketing they do was very To desire, I believe it would be interesting for the management to review some points. Note I went to the establishment on Valentine's Day."
"Comida muito gostosa, porem o tempo de espera ate o prato ficar pronto foi bem demorado","Very hot food, but the waiting time until the dish was ready was very long"
"O q salva esse o quintal 86 é o atendimento, os garçons são maravilhosos educados e estão sempre por perto. Os pedidos chegam rápido à mesa mas lamentavelmente a comida e ruim . Pedi um drinks veio super aguado não parece que tinha álcool na bebida parece um suco tang diluído em 5litros de água, sem sabor nenhum . E a comida pedi uma panelinha de carne seca depois não tive coragem de pedir mais nada. A panelinha de carne seca e só um arroz empapado com carne dentro à carne parecia um Musculo cozido aí misturaram tudo. Nem conseguimos comer tudo tava bem ruim mas os garçons são muito bem preparados. Recomendo que o cozinheiro assista uns vídeo no YouTube pra tentar fazer o básico e vai ser sucesso.","What saves this backyard 86 is the service, the waiters are wonderful educated and are always around. Orders arrive fast at the table but unfortunately the food is bad. I ordered a drinks came super watery doesn't look like there was alcohol in the drink looks like a 5 liter tang juice of water, no flavor. And the food ordered a pan of dried meat then I didn't have the courage to ask for anything else. The pan of dried meat and only a packed rice with meat inside the meat looked like a boiled muscle there mixed everything. We couldn't even eat everything was very bad but the waiters are very well prepared. I recommend that the cook watch some video on YouTube to try to make the basics and will be successful."
"Ótimo lugar pra comemorações, o happy hour é variado e compensa demais!!! Atendente Baiana maravilhosaaaa, obrigada pelo atendimento impecável!","Great place for celebrations, Happy Hour is varied and pays off too much !!! Wonderful Bahian attendant, thanks for the impeccable service!"
"Atendimento muito bom!
Cerveja gelada.
Pedimos um arroz cremoso com camarão e deixou a desejar batata palha e camarão torrado demais até amargou, fritura com óleo usado , horrível, não comemos nem a metade. Não recomendo esse prato.","Very good service!
Cold beer.
We ordered a creamy rice with shrimp and left to want potatoes and shrimp too roasted until embittered, frying with used oil, horrible, we didn't eat half. I do not recommend this dish."
"Lugar muito bem localizado, arejado, 2 tipos de ambientes , show ao vivo, tv pra assitir aos jogos, lugar pra encontra-se com a galera de dia de noite ou com o crush... Comida boa, bebida gelada, atendimento bacana... Fui, gostei e pretendo voltar","Very well located place, airy, 2 types of environments, live show, TV to watch the games, place to meet the crowd of day at night or with crush ... good food, cold drink, cool service. .. I went, I liked it and I intend to go back"
"Frequentei duas vezes o local, na primeira fomos super bem atendidos, hoje estive no bar, ao finalizar minha comanda, fiz o pagamento em dinheiro, o garçom não me deu o troco, quando solicitado, o mesmo jogou o troco na mesa e disse que estávamos errado do valor, ao ir até o caixa junto com o mesmo, ele viu que não deu o troco certo, pois faltava dinheiro, ainda quis dizer que não jogou o troco na mesa. Ao bar, instrua certamente seus funcionários.","I attended the place twice, in the first we were super well attended, today I was at the bar, after finishing my command, made the cash payment, the waiter did not give me the change, when requested, he threw the change at the table and said that We were wrong of the value, when I went to the cashier along with it, he saw that did not give the right change, because it was missing money, still meant that he did not throw the change at the table. To the bar, certainly instruct your employees."
"Ambiente agradável, cerveja gelada e uma batata frita com queijo e bacon super delícia!! 👏🏻👏🏻👏🏻","Nice atmosphere, cold beer and a chips with cheese and super delight bacon !! 👏🏻👏🏻👏🏻"
Fui eu que o meu filho e a namorada dele a comida eu achei excelente foi uma feijoada de primeira linha o atendimento Super agradável pessoal Bem educado e um lugar bem limpinho com aquele Pagodinho que vale ouro,I was that my son and his girlfriend the food I found excellent was a first -line feijoada the super pleasant service well educated and a very clean place with that pagodinho that is worth gold
"Excelente happy hour. Ambiente tranquilo, boa comida e atendimento.","Excellent happy hour. Quiet environment, good food and service."
"O Quintal 86 me surpreendeu bastante! A localização não podia ser melhor, lembra bares tradicionais do setor sul. Amplo, cadeiras e mesas de madeira, avarandado e com vista para o verde. Merece mesmo o nome de Quintal, parece um. Vc mal se lembra que está em plena cidade, principalmente depois de tomar um dos drinks maravilhosos ( forte da casa) e escolher seu tira-gosto ou almoço mesmo, tudo delicioso. Ambiente arejado, higiene impecável. Excelente para festanças, afinal vc está em um quintal, né?","The yard 86 surprised me a lot! The location could not be better, resembles traditional bars in the southern sector. Large, wooden chairs and tables with green views. It really deserves the name of yard, it looks like one. You barely remember that you are in the city, especially after having one of the wonderful drinks (strong of the house) and choosing your tasting or lunch, all delicious. Airy environment, impeccable hygiene. Great for parties, after all you are in a backyard, right?"
"A comida e boa mais os drinks não gostei muito ,muito aguado","The food and good more the drinks didn't like it very much, very watery"
"Ótimo local, ambiente maravilhoso, comida deliciosa, Chopp gelado, drinks, sobremesa. Tem uma salinha com pula-pula e casinha com bolinhas e outros brinquedos para crianças se divertir, som ambiente, garçons super atenciosos, educados. Super recomendo.","Great place, wonderful atmosphere, delicious food, ice beer, drinks, dessert. It has a small pogo and house with balls and other toys for children to have fun, ambient sound, super attentive, educated waiters. Super recommend."
"Lugar bacana, e com uma comida boa, preço das coisas achei de razoável pra alto.","Bacan place, and with good food, price of things I found reasonable to loud."
"A comida/bebida estava boa mais pedi uma entrada e demorou quase 50 minutos para chegar, alem do mais os garçons ignoraram quando eu chamei e ainda falaram pra nao voltar mais por que eu e meu grupo de amigos nao pagamos a taxa de serviço, parabens a todos da cozinha mais precisam melhorar e muito o atendimento","The food/drink was good but I ordered an entry and it took almost 50 minutes to arrive, besides the waiters ignored when I called and still spoke not to come back because my group of friends did not pay the service fee, congratulations Everyone in the kitchen most need to improve the service"
"Demorou mais de 40 minutos para chegar meu pedido, a musica estava ruim e pra piorar quando fui embora com um grupo de amigos, o garçom falou mal da gente, não volto nunca mais e recomendo ninguém ir","It took more than 40 minutes to arrive my order, the song was bad and to get worse when I left with a group of friends, the waiter spoke badly of us, never comes back and I recommend no one to go"
"Melhor torresminho. Atendimento ótimo. Meu pai e irmão amaram a panelinha também.
Meu irmão pediu um chopp e não especificou o sabor, veio um mais forte que ele não queria e apesar de eu nem achar ser obrigação do local trocar nesse caso, o gerente trocou na hora o dele sem problemas e nos atendeu bem.","Best Torresmin. Great service. My father and brother loved the pan too.
My brother asked for a beer and did not specify the taste, came a stronger that he did not want and although I did not even think it is the obligation of the place to exchange in this case, the manager exchanged his without problems and answered us well."
"Foi uma experiência muito boa, um dos meus locais preferidos de gyn agora.
Custo benefício muito bom relacionando qualidade e preço a gente consegue ver que é na medida.
Atendimento nota 10, colaboradores educados e prestativos.
Ambiente tranquilo e muito limpo e arejado.
Recomendo a visita.","It was a very good experience, one of my favorite Gyn places now.
Very good cost benefit relating quality and price we can see that it is in the measure.
NOTE 10 SERVICE, Educated and helpful employees.
Quiet and very clean and airy environment.
I recommend the visit."
